gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none,average score,success
False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,-0.9207308646370264,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.6429357664143978,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,0.37302307471150636,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.6352098796975961,False
False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.03524242681030343,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,1.415277340312475,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-1.2519628624286498,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.26919053994452585,False
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-1.0061638851295076,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,0.570216627901359,False
False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.45400027433726864,False
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,-0.16774612659435165,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0.013248206441314745,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,-0.12154388805523304,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.031399580425059116,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,1.0366643069019748,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.6548959984990628,False
False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.0053541992830423825,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.4280491969616326,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0.59456610172106,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.8206797404550037,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.6404390573141144,False
True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,-1.2075508349782276,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-1.6309051787852145,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.3952140064454859,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.4313938597230738,False
False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-2.968929689934598,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.6794812317347155,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-1.2497490646275085,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.25624089854913185,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-1.8800959707289877,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,-0.7211341258770029,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,1.011749790720258,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1.5076818173907125,False
True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,-0.18371036756885448,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.2577284914836639,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-1.340740545682572,False
True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,-2.538697413071968,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,-1.1841907704692556,False
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.7168472056880232,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.13534070287551664,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.3505573355106142,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.061570719251462236,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.34834353770947296,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.5298557612239649,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.5191349817830768,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1.398558669206927,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,0.2612617617778665,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,0.744663091063714,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.3843436675227973,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,-0.6322621388567,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.3959587722717653,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.9395690297773353,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.07138401227319877,False
True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.004553397505074848,False
False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,-0.40935248747089475,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,-0.5814436971825375,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.4744871949167029,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,1.2414902232785165,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.5403755522572883,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,0.972990527598799,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.785656639077605,False
True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,-2.4543481056565963,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.5860127484343911,False
False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-0.8077451632129744,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,-0.521490235233789,False
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.3391300580581393,False
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.824557357848635,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.8626893625715232,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.6374716096181959,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,-0.3336187493787471,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.37094995232366784,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,1.5990033616281085,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,-0.028384980845950314,False
False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,-1.6333547360023075,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1.0878607438779284,False
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1.7070899486179745,False
True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.6202821999170126,False
False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,-0.2528962357876907,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,1.0184391162431405,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,1.7555539170776935,False
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,0.6188692038938388,False
True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,-1.5844671808301438,False
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-1.76541436198262,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.3285159632584352,False
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,0.08427143763203777,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.021318440257545198,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.2969789802920488,False
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.3234282412914879,False
False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,-0.09625137657172522,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.4096149116787462,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.1453078324216275,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,-0.8109483703248445,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.2827373114317614,False
False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,-1.5436819472040366,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-0.5143301711152715,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.4603015620081035,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.20951998929491947,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.6746489760387423,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,-0.5255421762430854,False
False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-1.43550105644779,False
True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,-0.7575852874309401,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,1.864441305845527,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.6310377503662876,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.018383080291452424,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,-0.23010121364073446,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,0.7936921018854483,False
True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,-0.8523929500793482,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,1.1706084477373648,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,0.2583406857288701,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.9281541331996638,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.14113492285405083,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,-0.14061703237522533,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.02697198482277659,False
False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.502208776526013,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,0.21717901727350844,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.23837243586452958,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.32311866520044613,False
False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,-0.809158159236148,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,1.4417934600501272,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.5440031263178716,False
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.6981041245503633,False
True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.46787710900683654,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,-1.9883240133684252,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-0.27234659517320575,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1.147719121824028,False
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0.038822848987696355,False
False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.5866249426795972,False
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,-0.40732651696624655,False
False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.3170415339227699,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.004553397505074848,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.699234209274395,False
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-1.0483621147787885,False
False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,0.03453592879871656,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,-1.1678021625460397,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.08031458062539039,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.2321538489372823,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-0.5890744998966903,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,1.2401243791385332,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0.5305151073523614,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.7943985998970353,False
True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.04764673269870395,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,0.6423235721691917,False
False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.6856055148955821,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.32672575216973876,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.1851233635920282,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,0.9703523628489444,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.5208869250570807,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,0.502067320876442,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.6875835532807716,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,1.9026355266049702,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.28542262806480606,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-0.6972553906529372,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,-0.6073476226749832,False
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-1.4026720460165099,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,1.1966538288793815,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-1.0745017996871857,False
True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,2.1512141243035376,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.033593671371178004,False
False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.8295036241660112,False
False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,-1.1183487847755922,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.3013868690393089,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1.2194016991431473,False
False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,-0.19200129664767196,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.3048347196356285,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-2.413186437201235,False
False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.013436813974076126,False
True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1.0420349401680642,False
False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.8326399725396687,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,1.2152090827205482,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.05869679508565617,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.7764555403010748,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.3602763247659701,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,1.50532656394,False
True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,0.5920693926207766,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,0.00914989378509635,False
False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,0.36586223035672044,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.3192561119601795,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,0.2366765285422138,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.19264093592104606,False
True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.806708602019055,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-0.1394861674149254,False
False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-1.0321149625051438,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,-1.0764806183086437,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,0.26102600236191476,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.8828667070599158,False
True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,0.12976717815956954,False
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,-0.657883933286272,False
False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.8831291312677672,False
True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.5120541572775753,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,-0.12130812863928135,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1.169524734660255,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1.2397471640730104,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.3851444693007648,False
False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.12111952110651998,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-1.1017723495558833,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,0.2201936168526172,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.007002954722167817,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.34641187097120546,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.7046315073323841,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,1.5467239918113134,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-0.5629819668714832,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1.6144025602405954,False
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,-1.1145333834185158,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,0.9052176554031366,False
False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,0.01593352307435944,False
False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-0.7846200778836857,False
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.6820250927181891,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,1.3752457565811451,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.36835893945700376,False
False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-1.0336694141778884,False
False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,-0.9029764125738273,False
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,-0.5853534023059945,False
True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,1.4451381228115683,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,0.9971985457689291,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.9769473846054465,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,0.21694325785755672,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.4180472964071346,False
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0.46198858526192166,False
False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.7050284292529291,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1.2823226087878143,False
False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,-0.4337019612905957,False
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.8944025721958676,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,-1.0982390792616805,False
False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,-0.3661176966276946,False
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,-0.5852590985396139,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-1.5809810624191318,False
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-1.921258419420618,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.06312517092420697,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.10103648038450809,False
True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,-1.0967317794721263,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,-0.49718791329727846,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1.2835469972782265,False
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,0.14695658786075294,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0.6419935089868593,False
False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,-0.7619665113863004,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,-0.5371251932622277,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,0.40820191565557234,False
False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.5952351121542225,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,0.19094502859873033,False
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,0.8392349942961704,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.7470654963976165,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1.399689534167227,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.23193857661262127,False
False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,0.8400829479573284,False
True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.9094191558942333,False
False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,-0.008510254511722215,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.22845245820160906,False
False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,0.369395500650923,False
False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,0.372975922828316,False
False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,1.3735026973756392,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,-1.4535855716933215,False
False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,-0.012750022817511641,False
False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,-1.4556579138448917,False
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-2.2082190651751215,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,0.0610048966531781,False
False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.20655254159900105,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,-0.22619150851727743,False
False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,-0.0532523451444768,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0.5474216057544027,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,0.172907665236389,False
False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1.6592389546397304,False
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,0.4416431203320584,False
False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-1.2968935605941658,False
False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,-1.5015780213211365,False
True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1.9752603613516282,False
True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,0.14818097635116526,False
False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-1.013559708663977,False
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.007803756500135363,False
False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,0.2839153282752517,False
False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,1.6863208969756667,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.7161878595596267,False
True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.5152252766596197,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.5088981020488955,False
False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,-1.2278491480249005,False
False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,-0.8792862848825228,False
True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,1.286326617677652,False
True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,-0.9193178686138528,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.47566521176019316,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1.5770091412591196,False
True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,0.7267200314677534,False
True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0.2378537651494358,False
True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0.5473744538712123,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.4392407149981558,False
True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,0.3064745910062562,False
True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,-0.04783534023146535,False
True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,-0.7596112579355884,False
True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,-0.45098567475815976,False
True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.5372666489117988,False
False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,-0.7643217648370128,False
False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.45197430383262044,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,-0.07364496195753038,False
True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.4385813688697593,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,1.95331329286583,False
True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,0.08926485583260439,False
False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,-2.9898873491096674,False
False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-1.0745017996871857,False
True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.35145244105496243,False
True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,0.5532629776161273,False
True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,-0.5862485078503427,False
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,-2.5684646720409483,False
True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,0.681883637068618,False
False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.7861745295564305,False
False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1.3285719992101233,False
